Ticker,MS(0),ROIC(0),MS(5),ROIC(5),MS(10),ROIC(10)
STX,2.05,0.37,1.56,0.27,1.31,0.23
SHLD,0.73,0.1,0.73,0.1,0.73,0.1
SHOS,0.38,0.26,0.38,0.26,0.38,0.26
SGEN,9.65,0.65,4.06,0.28,2.77,0.19
EYES,10.2,1.41,8.01,0.87,6.86,0.66
SNFCA,0.18,0.01,0.18,0.01,0.18,0.01
SEIC,4.96,0.24,4.96,0.24,4.96,0.24
SCSS,3.65,0.25,3.47,0.24,3.34,0.23
SLTC,1.65,0.7,1.27,0.51,1.06,0.41
SIGI,0.3,0.03,0.3,0.03,0.3,0.03
LEDS,0.65,0.43,0.49,0.34,0.4,0.28
SMLR,2.59,0.7,1.99,0.54,1.68,0.46
SMTC,1.97,0.2,1.4,0.14,1.13,0.12
SENEA,0.7,0.02,0.7,0.02,0.7,0.02
SNMX,6.31,0.96,1.98,0.31,1.26,0.2
SQNM,4.14,0.57,2.54,0.33,1.9,0.24
SQBG,1.31,0.04,1.31,0.04,1.31,0.04
SREV,1.22,0.3,1.01,0.25,0.89,0.22
SEV,0.82,0.17,0.64,0.13,0.55,0.11
SFXE,1.01,0.15,1.01,0.15,1.01,0.15
SGOC,0.6,0.22,0.6,0.22,0.6,0.22
SMED,3.71,0.13,3.71,0.13,3.71,0.13
SHEN,1.76,0.1,1.76,0.1,1.76,0.1
SHLO,0.84,0.05,0.84,0.05,0.84,0.05
SHPG,3.64,0.23,2.99,0.19,2.6,0.16
SCVL,1.24,0.09,1.24,0.09,1.24,0.09
SHOR,1.46,0.2,0.98,0.13,0.77,0.1
SFLY,1.46,0.31,1.16,0.24,1.0,0.21
SIEB,2.02,0.36,2.02,0.36,2.02,0.36
SIGM,1.38,0.42,0.64,0.19,0.44,0.13
SIAL,4.06,0.19,3.88,0.18,3.74,0.17
SGNL,1.91,0.9,1.75,0.82,1.63,0.76
SBNY,1.15,0.01,1.15,0.01,1.15,0.01
SLGN,1.52,0.1,1.52,0.1,1.52,0.1
SGI,0.98,0.32,0.64,0.21,0.5,0.17
SLAB,2.19,0.22,1.51,0.15,1.2,0.12
SAMG,1.23,0.16,1.23,0.16,1.23,0.16
SLP,3.83,0.23,3.49,0.2,3.24,0.19
SINA,5.14,0.36,3.16,0.22,2.44,0.16
SBGI,1.29,0.1,1.29,0.1,1.29,0.1
SCOK,0.57,0.02,0.57,0.02,0.57,0.02
SINO,1.56,0.09,1.56,0.09,1.56,0.09
SIRI,3.13,0.14,3.07,0.14,3.02,0.13
SIRO,3.06,0.17,2.78,0.15,2.59,0.14
SZMK,0.72,0.38,0.64,0.35,0.59,0.32
SKUL,1.46,0.1,1.46,0.1,1.46,0.1
SPU,0.37,0.07,0.37,0.07,0.37,0.07
SKBI,0.31,0.09,0.3,0.09,0.3,0.08
SKYW,0.56,0.03,0.56,0.03,0.56,0.03
SWKS,5.61,0.33,4.6,0.27,4.01,0.23
SPRO,0.66,0.15,0.66,0.15,0.66,0.15
SWHC,1.97,0.23,1.92,0.22,1.87,0.21
SMSI,2.55,1.03,0.82,0.31,0.51,0.2
SMTX,0.55,0.02,0.55,0.02,0.55,0.02
SMTP,1.4,0.18,1.31,0.17,1.25,0.16
LNCE,1.42,0.05,1.42,0.05,1.42,0.05
SOHU,1.08,0.22,0.82,0.17,0.69,0.14
SUNS,0.86,0.04,0.86,0.04,0.86,0.04
SLTD,12.37,0.35,11.72,0.33,11.22,0.32
SCTY,1.61,0.1,1.6,0.1,1.6,0.09
SZYM,1.61,0.66,0.95,0.4,0.71,0.3
SONC,3.18,0.16,3.18,0.16,3.18,0.16
SOFO,1.52,0.26,1.05,0.19,0.84,0.15
SONS,1.21,0.29,0.73,0.17,0.55,0.13
SORL,0.32,0.1,0.29,0.09,0.28,0.09
SRNE,2.52,0.53,1.96,0.39,1.69,0.32
SOHO,1.16,0.05,1.16,0.05,1.16,0.05
SPAN,1.63,0.14,1.49,0.13,1.39,0.12
SBSA,0.12,0.14,0.1,0.12,0.08,0.1
SGRP,0.78,0.09,0.78,0.09,0.78,0.09
SPKE,0.6,0.18,0.6,0.18,0.6,0.18
SPAR,0.73,0.09,0.64,0.08,0.57,0.07
SPTN,0.92,0.06,0.92,0.06,0.92,0.06
SPPI,1.01,0.21,0.75,0.16,0.63,0.13
SPDC,0.65,0.05,0.65,0.05,0.65,0.05
ANY,5.4,0.2,5.38,0.2,5.37,0.2
SPEX,0.37,0.46,0.37,0.46,0.37,0.46
SAVE,3.6,0.25,3.6,0.25,3.6,0.25
SPLK,6.76,0.33,5.48,0.26,4.81,0.23
SPOK,1.35,0.08,1.35,0.08,1.35,0.08
SPWH,2.22,0.16,2.22,0.16,2.22,0.16
SFM,3.99,0.15,3.99,0.15,3.99,0.15
SPSC,4.64,0.08,4.07,0.07,3.72,0.06
SSNC,2.6,0.12,2.43,0.11,2.31,0.1
STAA,6.18,0.33,4.25,0.23,3.42,0.19
STMP,4.2,0.17,3.69,0.15,3.36,0.13
STLY,0.76,0.31,0.76,0.31,0.76,0.31
SPLS,1.11,0.06,1.11,0.06,1.11,0.06
SBUX,6.35,0.29,6.35,0.29,6.35,0.29
STRZA,3.22,0.3,3.22,0.3,3.22,0.3
STFC,0.39,0.02,0.39,0.02,0.39,0.02
STLD,1.14,0.07,1.14,0.07,1.14,0.07
SMRT,1.0,0.08,1.0,0.08,1.0,0.08
STNR,1.37,0.33,1.37,0.33,1.37,0.33
STEM,1.77,1.49,0.64,0.57,0.43,0.38
STML,4.61,0.73,2.66,0.44,2.04,0.35
STXS,2.56,0.42,1.44,0.25,1.04,0.18
SRCL,3.0,0.13,3.0,0.13,3.0,0.13
STRL,0.4,0.03,0.4,0.03,0.4,0.03
SHOO,2.82,0.19,2.82,0.19,2.82,0.19
STCK,1.58,0.07,1.58,0.07,1.58,0.07
STRT,1.31,0.17,1.31,0.17,1.31,0.17
STRS,0.77,0.03,0.77,0.03,0.77,0.03
STRA,2.19,0.28,2.19,0.28,2.19,0.28
STRM,0.98,0.39,0.71,0.29,0.59,0.24
SCMP,6.27,0.33,4.33,0.23,3.44,0.18
SUMR,0.93,0.03,0.93,0.03,0.93,0.03
SNHY,4.98,0.28,4.98,0.28,4.98,0.28
SEMI,0.97,0.1,0.89,0.09,0.83,0.08
SNSS,4.13,1.31,1.41,0.52,0.91,0.34
STKL,1.15,0.08,1.15,0.08,1.15,0.08
SPWR,1.29,0.08,1.23,0.07,1.19,0.07
SSH,2.47,1.05,1.1,0.53,0.77,0.38
SMCI,1.57,0.25,1.26,0.2,1.09,0.17
SCON,1.97,1.27,0.76,0.58,0.5,0.4
SGC,1.95,0.14,1.95,0.14,1.95,0.14
SUPN,4.64,0.62,3.24,0.41,2.58,0.32
SPPR,0.73,0.04,0.73,0.04,0.73,0.04
SPRT,0.87,0.08,0.75,0.07,0.67,0.06
SRDX,3.87,0.36,2.55,0.25,1.99,0.19
SUTR,0.53,0.03,0.53,0.03,0.53,0.03
STRN,0.96,0.2,0.7,0.14,0.58,0.12
SWSH,0.28,0.35,0.28,0.35,0.28,0.35
SYKE,1.24,0.08,1.24,0.08,1.24,0.08
SYMC,1.45,0.18,1.18,0.14,1.02,0.13
SYNC,1.04,0.51,0.47,0.24,0.32,0.16
GEVA,7.62,0.59,4.89,0.39,3.88,0.32
SYNL,0.84,0.09,0.84,0.09,0.84,0.09
SYNA,2.24,0.3,1.71,0.21,1.43,0.17
SNCR,2.72,0.19,2.22,0.15,1.93,0.13
SURG,1.43,0.13,1.25,0.11,1.14,0.1
SGYP,2.7,1.85,1.49,0.66,1.11,0.44
SNPS,1.62,0.21,1.14,0.15,0.91,0.12
SNTA,3.37,1.44,1.15,0.51,0.75,0.33
SYNT,3.29,0.23,3.29,0.23,3.29,0.23
SYMX,2.34,0.46,2.34,0.46,2.34,0.46
SYUT,1.3,0.13,1.3,0.13,1.3,0.13
SYPR,0.38,0.04,0.36,0.04,0.35,0.04
SYRX,0.8,0.13,0.8,0.13,0.8,0.13
TROW,3.81,0.34,3.81,0.34,3.81,0.34
TTOO,4.49,0.99,2.8,0.51,2.15,0.37
TAIT,0.39,0.04,0.39,0.04,0.39,0.04
TTWO,1.15,0.15,1.03,0.13,0.96,0.12
TNDM,3.98,0.74,2.95,0.57,2.45,0.48
TLF,1.5,0.19,1.5,0.19,1.5,0.19
TNGO,2.58,0.13,2.02,0.1,1.72,0.09
TRGT,0.72,0.4,0.38,0.22,0.26,0.16
TASR,8.25,0.29,6.97,0.24,6.21,0.21
TAYD,1.43,0.08,1.43,0.08,1.43,0.08
TCPC,0.92,0.08,0.92,0.08,0.92,0.08
TEAR,2.67,0.72,2.22,0.62,1.96,0.56
TECD,0.41,0.04,0.41,0.04,0.41,0.04
TCCO,0.82,0.52,0.41,0.27,0.28,0.19
TTGT,2.1,0.08,1.87,0.07,1.72,0.07
TGLS,1.49,0.1,1.49,0.1,1.49,0.1
TGEN,6.0,0.34,5.15,0.29,4.67,0.26
TECU,0.28,0.05,0.28,0.05,0.28,0.05
TKMR,7.95,0.56,4.69,0.34,3.56,0.26
TSYS,1.02,0.17,0.76,0.12,0.63,0.1
TNAV,1.53,0.45,0.86,0.25,0.63,0.18
TTEC,1.6,0.11,1.6,0.11,1.6,0.11
TENX,1.14,0.2,1.04,0.18,0.98,0.17
TSRO,9.8,1.26,4.98,0.59,3.62,0.42
TESO,0.8,0.09,0.76,0.08,0.73,0.08
TSLA,5.42,0.13,4.62,0.1,4.14,0.09
TESS,1.13,0.1,1.13,0.1,1.13,0.1
TSRA,3.48,0.39,2.93,0.32,2.59,0.28
TTEK,1.03,0.08,1.03,0.08,1.03,0.08
TLOG,1.1,0.52,0.8,0.37,0.66,0.3
TTPH,10.65,1.42,5.49,0.61,4.05,0.43
TXN,3.55,0.29,2.81,0.23,2.38,0.2
TXRH,2.73,0.15,2.73,0.15,2.73,0.15
TGTX,8.42,1.37,4.42,0.65,3.23,0.46
ABCO,2.16,0.04,2.16,0.04,2.16,0.04
ANDE,0.71,0.04,0.71,0.04,0.71,0.04
BONT,0.66,0.08,0.66,0.08,0.66,0.08
CG,0.54,0.03,0.54,0.03,0.54,0.03
CAKE,2.09,0.13,2.09,0.13,2.09,0.13
CHEF,1.68,0.09,1.68,0.09,1.68,0.09
DXYN,0.87,0.02,0.87,0.02,0.87,0.02
ENSG,2.43,0.14,2.43,0.14,2.43,0.14
XONE,1.55,0.21,1.38,0.18,1.28,0.17
FINL,1.43,0.16,1.43,0.16,1.43,0.16
TFM,3.49,0.2,3.49,0.2,3.49,0.2
GT,0.76,0.08,0.76,0.08,0.76,0.08
HCKT,2.04,0.1,2.04,0.1,2.04,0.1
HAIN,2.35,0.08,2.35,0.08,2.35,0.08
INTG,1.63,0.06,1.63,0.06,1.63,0.06
KEYW,1.07,0.03,1.07,0.03,1.07,0.03
MSG,1.98,0.13,1.98,0.13,1.98,0.13
MDCO,1.06,0.14,0.86,0.11,0.75,0.1
MIK,4.35,0.33,4.35,0.33,4.35,0.33
MIDD,3.15,0.15,3.15,0.15,3.15,0.15
NDAQ,0.87,0.05,0.87,0.05,0.87,0.05
NAVG,0.35,0.03,0.35,0.03,0.35,0.03
PCLN,4.62,0.23,4.62,0.23,4.62,0.23
PRSC,1.08,0.06,1.08,0.06,1.08,0.06
SPNC,2.87,0.16,2.5,0.14,2.26,0.12
ULTI,4.32,0.14,3.66,0.12,3.26,0.1
YORW,1.28,0.08,1.28,0.08,1.28,0.08
TBPH,1.73,1.36,0.75,0.55,0.51,0.37
THRX,5.13,0.15,4.9,0.15,4.72,0.14
TST,0.56,0.03,0.56,0.03,0.56,0.03
TCRD,0.93,0.06,0.93,0.06,0.93,0.06
THOR,2.92,0.22,2.11,0.16,1.72,0.13
THLD,4.16,0.83,1.83,0.4,1.27,0.28
THTI,0.31,0.08,0.29,0.07,0.27,0.07
TICC,0.87,0.06,0.87,0.06,0.87,0.06
TIGR,0.82,1.05,0.45,0.76,0.33,0.62
TTS,3.26,0.09,3.26,0.09,3.26,0.09
TIPT,0.09,0.0,0.09,0.0,0.09,0.0
TITN,0.85,0.04,0.85,0.04,0.85,0.04
TIVO,1.22,0.13,0.96,0.11,0.81,0.09
TNXP,2.54,1.02,1.47,0.62,1.14,0.49
TORM          ,0.54,0.08,0.52,0.08,0.51,0.08
TRCH,0.55,0.27,0.55,0.27,0.55,0.27
TRNX,2.04,0.07,1.85,0.06,1.71,0.06
TW,1.73,0.1,1.73,0.1,1.73,0.1
TWER,2.14,0.39,2.14,0.39,2.14,0.39
CLUB,1.11,0.02,1.11,0.02,1.11,0.02
TSCO,6.09,0.28,6.09,0.28,6.09,0.28
TSRE,1.08,0.03,1.08,0.03,1.08,0.03
TWMC,0.44,0.08,0.44,0.08,0.44,0.08
TACT,1.13,0.26,0.84,0.2,0.69,0.16
TRNS,1.37,0.11,1.37,0.11,1.37,0.11
TBIO,0.91,0.66,0.71,0.51,0.6,0.44
TZOO,2.24,0.22,2.24,0.22,2.24,0.22
TRVN,2.3,1.0,1.34,0.54,1.02,0.4
TRS,1.25,0.09,1.25,0.09,1.25,0.09
TRMB,1.91,0.15,1.55,0.12,1.35,0.11
TRIP,6.16,0.18,6.16,0.18,6.16,0.18
TRIV,1.99,0.66,1.44,0.46,1.18,0.37
TROV,7.61,0.71,5.19,0.49,4.2,0.4
TRUE,4.36,0.34,3.39,0.25,2.89,0.21
THST,0.64,0.06,0.64,0.06,0.64,0.06
TSRI,0.59,0.04,0.59,0.04,0.59,0.04
TTMI,0.84,0.03,0.84,0.03,0.84,0.03
TUBE,3.26,0.25,2.49,0.18,2.12,0.14
TCX,1.58,0.11,1.43,0.1,1.33,0.09
TUES,2.13,0.13,2.13,0.13,2.13,0.13
HEAR,0.62,0.16,0.58,0.15,0.56,0.14
FOXA,1.78,0.11,1.78,0.11,1.78,0.11
TWIN,0.88,0.06,0.88,0.06,0.88,0.06
USCR,1.66,0.1,1.66,0.1,1.66,0.1
PRTS,1.08,0.1,1.08,0.1,1.08,0.1
USEG,0.34,0.04,0.34,0.04,0.34,0.04
GROW,1.43,0.06,1.43,0.06,1.43,0.06
UBIC,5.48,0.28,5.48,0.28,5.48,0.28
UBNT,4.85,0.46,4.27,0.4,3.91,0.37
UFPT,1.33,0.11,1.33,0.11,1.33,0.11
ULTA,5.06,0.22,5.06,0.22,5.06,0.22
UCTT,0.81,0.11,0.76,0.1,0.73,0.1
RARE,11.52,0.55,7.83,0.37,6.34,0.3
ULBI,0.76,0.1,0.63,0.08,0.55,0.07
UTEK,1.29,0.12,1.05,0.1,0.91,0.09
UNAM,0.42,0.02,0.42,0.02,0.42,0.02
UNIS,5.29,1.12,2.73,0.58,1.97,0.42
UNXL,2.13,0.83,1.17,0.5,0.87,0.38
UFCS,0.2,0.02,0.2,0.02,0.2,0.02
UIHC,0.83,0.11,0.83,0.11,0.83,0.11
UNFI,1.61,0.09,1.61,0.09,1.61,0.09
UNTD,1.24,0.2,0.86,0.14,0.68,0.11
USLM,1.98,0.14,1.98,0.14,1.98,0.14
USTR,0.97,0.1,0.97,0.1,0.97,0.1
UTHR,4.46,0.42,3.21,0.31,2.62,0.25
UG,5.37,0.34,5.37,0.34,5.37,0.34
OLED,4.37,0.21,3.58,0.17,3.13,0.15
UEIC,1.93,0.13,1.74,0.12,1.62,0.11
UFPI,1.21,0.1,1.21,0.1,1.21,0.1
USAP,0.69,0.03,0.69,0.03,0.69,0.03
UACL,1.72,0.15,1.72,0.15,1.72,0.15
UPIP,0.94,0.48,0.94,0.48,0.94,0.48
URRE,1.06,0.3,1.06,0.3,1.06,0.3
URBN,2.92,0.19,2.92,0.19,2.92,0.19
ECOL,1.57,0.1,1.57,0.1,1.57,0.1
USAT,1.56,0.02,1.56,0.02,1.56,0.02
USAK,1.25,0.06,1.25,0.06,1.25,0.06
USMD,0.58,0.14,0.58,0.14,0.58,0.14
UTMD,2.7,0.2,2.65,0.2,2.61,0.2
UTIW,0.75,0.06,0.75,0.06,0.75,0.06
UTSI,0.14,0.1,0.13,0.09,0.12,0.09
VALU,1.67,0.04,1.67,0.04,1.67,0.04
VNDA,2.28,1.21,1.51,0.68,1.15,0.49
VNR,0.88,0.05,0.88,0.05,0.88,0.05
VPCO,5.64,1.3,5.64,1.3,5.64,1.3
VRNS,4.5,0.31,3.15,0.22,2.56,0.17
VDSI,3.92,0.25,3.17,0.2,2.73,0.17
VASC,4.5,0.26,3.47,0.2,2.92,0.17
VBIV,3.22,0.53,2.45,0.41,2.12,0.35
WOOF,2.27,0.11,2.27,0.11,2.27,0.11
VECO,1.31,0.21,1.03,0.16,0.87,0.14
APPY,0.67,0.52,0.45,0.34,0.35,0.27
VRA,1.5,0.18,1.5,0.18,1.5,0.18
VCYT,3.5,0.56,2.53,0.41,2.07,0.34
VSTM,3.51,0.85,1.88,0.47,1.37,0.34
VCEL,1.72,1.4,0.75,0.48,0.51,0.31
VRNT,1.95,0.11,1.65,0.09,1.47,0.08
VRSN,4.13,0.27,3.78,0.25,3.53,0.23
VRSK,5.54,0.26,5.54,0.26,5.54,0.26
VRML,3.22,1.02,2.28,0.72,1.86,0.58
VSAR,2.94,0.41,2.16,0.31,1.8,0.26
VTNR,0.84,0.12,0.84,0.12,0.84,0.12
VRTX,13.63,0.68,6.55,0.32,4.59,0.23
VRTA,0.36,0.07,0.36,0.07,0.36,0.07
VRTB,0.6,0.09,0.6,0.09,0.6,0.09
VIA,1.81,0.17,1.81,0.17,1.81,0.17
VSAT,1.75,0.06,1.65,0.06,1.58,0.06
VIAS,0.86,0.04,0.86,0.04,0.86,0.04
VICL,1.5,0.46,0.87,0.27,0.64,0.2
VICR,4.02,0.35,2.26,0.2,1.66,0.15
VIDE,0.7,0.21,0.7,0.21,0.7,0.21
VGGL,0.96,0.94,0.96,0.94,0.96,0.94
VLGEA,1.09,0.08,1.09,0.08,1.09,0.08
VIRC,0.55,0.23,0.55,0.23,0.55,0.23
VA,1.43,0.14,1.43,0.14,1.43,0.14
VSCP,1.07,0.51,0.69,0.35,0.53,0.27
VRTS,1.73,0.2,1.73,0.2,1.73,0.2
VRTU,2.5,0.11,2.5,0.11,2.5,0.11
VTL,6.25,1.04,3.73,0.56,2.9,0.42
VTSS,5.64,0.61,1.96,0.25,1.27,0.17
VVUS,1.28,0.16,1.07,0.14,0.93,0.12
VLTC,1.38,0.47,0.85,0.3,0.63,0.23
VOXX,0.45,0.15,0.41,0.14,0.38,0.13
VRNG,1.69,1.15,1.56,1.12,1.47,1.09
VSEC,1.33,0.1,1.33,0.1,1.33,0.1
VUZI,36.97,1.75,16.14,0.78,11.13,0.54
VWR,1.13,0.06,1.13,0.06,1.13,0.06
WGBS,1.32,1.17,0.7,0.55,0.5,0.38
WRES,0.64,0.04,0.64,0.04,0.64,0.04
WAVX,4.97,2.03,0.85,0.47,0.49,0.28
WSTG,0.9,0.09,0.9,0.09,0.9,0.09
WDFC,3.95,0.19,3.95,0.19,3.95,0.19
WWWW,1.21,0.05,1.13,0.05,1.06,0.05
WBMD,2.21,0.08,2.21,0.08,2.21,0.08
WEN,1.28,0.06,1.28,0.06,1.28,0.06
WERN,1.4,0.11,1.4,0.11,1.4,0.11
WSTC,1.67,0.12,1.67,0.12,1.67,0.12
WMAR,0.64,0.2,0.64,0.2,0.64,0.2
WSTL,0.75,0.43,0.61,0.37,0.54,0.33
WDC,1.66,0.22,1.29,0.17,1.09,0.14
WLB,0.81,0.05,0.81,0.05,0.81,0.05
WEYS,1.14,0.11,1.14,0.11,1.14,0.11
WHLR,0.8,0.03,0.8,0.03,0.8,0.03
WHF,0.89,0.04,0.89,0.04,0.89,0.04
WFM,2.98,0.16,2.98,0.16,2.98,0.16
WHLM,0.71,0.06,0.71,0.06,0.71,0.06
WVVI,1.19,0.1,1.19,0.1,1.19,0.1
WLDN,2.28,0.17,2.28,0.17,2.28,0.17
WLFC,0.79,0.04,0.79,0.04,0.79,0.04
WIN,1.19,0.04,1.19,0.04,1.19,0.04
WINA,8.52,0.65,8.52,0.65,8.52,0.65
WETF,12.28,0.39,12.28,0.39,12.28,0.39
WWD,1.58,0.17,1.35,0.15,1.21,0.13
WPCS,0.66,0.25,0.66,0.25,0.66,0.25
WMGI,1.79,0.13,1.68,0.12,1.6,0.12
WSCI,0.98,0.07,0.98,0.07,0.98,0.07
WYNN,2.25,0.14,2.25,0.14,2.25,0.14
XCRA,1.63,0.24,1.12,0.16,0.9,0.13
XNCR,8.32,0.47,4.82,0.28,3.6,0.21
XNPT,3.53,0.66,1.98,0.38,1.43,0.28
XGTI,0.46,1.07,0.26,0.62,0.19,0.46
XLNX,2.61,0.26,2.03,0.2,1.71,0.17
XOMA,4.63,1.82,1.31,0.51,0.83,0.32
XOOM,2.1,0.21,1.67,0.17,1.45,0.15
XPLR,2.39,0.51,1.7,0.35,1.4,0.29
YHOO,0.69,0.04,0.66,0.03,0.63,0.03
YDLE,3.49,0.51,2.25,0.25,1.75,0.18
YOD,2.43,0.36,2.43,0.36,2.43,0.36
YRCW,0.82,0.05,0.82,0.05,0.82,0.05
ZFGN,8.42,0.59,5.85,0.4,4.76,0.32
ZAGG,1.3,0.18,1.3,0.18,1.3,0.18
ZAZA,1.84,0.34,1.84,0.34,1.84,0.34
ZBRA,1.46,0.13,1.37,0.11,1.31,0.1
ZLTQ,12.03,0.38,8.17,0.25,6.5,0.19
ZHNE,1.09,0.33,0.61,0.19,0.45,0.14
Z,9.1,0.2,7.18,0.16,6.21,0.14
ZN,5.92,0.53,5.92,0.53,5.92,0.53
ZIOP,28.07,1.43,6.54,0.38,3.83,0.22
ZIXI,3.03,0.19,2.3,0.14,1.93,0.12
ZGNX,1.2,1.1,0.95,0.79,0.81,0.64
ZSPH,8.45,1.01,4.88,0.56,3.75,0.42
ZU,3.35,0.05,3.35,0.05,3.35,0.05
ZUMZ,2.03,0.15,2.03,0.15,2.03,0.15
ZNGA,0.96,0.27,0.6,0.17,0.45,0.13
XXII,3.73,0.72,3.3,0.62,3.03,0.56
ACU,1.08,0.09,1.08,0.09,1.08,0.09
AIII,1.07,0.09,1.07,0.09,1.07,0.09
ATNM,14.02,3.3,3.77,1.12,2.47,0.76
AE,0.71,0.07,0.71,0.07,0.71,0.07
ADK,1.05,0.02,1.05,0.02,1.05,0.02
API,0.96,0.35,0.5,0.19,0.36,0.14
ACY,0.75,0.12,0.75,0.12,0.75,0.12
WGA,0.74,0.02,0.74,0.02,0.74,0.02
AIRI,1.58,0.04,1.58,0.04,1.58,0.04
AXX,0.31,0.38,0.3,0.36,0.29,0.35
APT,0.99,0.08,0.99,0.08,0.99,0.08
ALTV,0.75,0.11,0.75,0.11,0.75,0.11
AAMC,0.29,0.05,0.29,0.05,0.29,0.05
DIT,0.69,0.09,0.69,0.09,0.69,0.09
APP,1.25,0.1,1.25,0.1,1.25,0.1
ADGE,1.4,0.16,1.3,0.15,1.23,0.14
AMZG,0.66,0.3,0.66,0.3,0.66,0.3
ALN,0.45,0.05,0.45,0.05,0.45,0.05
AMS,0.75,0.02,0.75,0.02,0.75,0.02
AMPE,1.94,0.81,1.1,0.49,0.83,0.38
AXN,3.26,0.13,3.07,0.12,2.92,0.12
AMCO,0.28,0.17,0.28,0.17,0.28,0.17
HRT,1.56,0.08,1.44,0.08,1.35,0.07
AST,10.56,0.53,7.23,0.39,5.99,0.34
AWX,0.31,0.03,0.31,0.03,0.31,0.03
BTN,0.74,0.03,0.74,0.03,0.74,0.03
BRN,0.69,0.08,0.69,0.08,0.69,0.08
BGSF,1.88,0.11,1.88,0.11,1.88,0.11
BTX,6.37,1.39,2.96,0.59,2.1,0.41
BDR,0.46,0.28,0.31,0.19,0.25,0.15
BRG,1.1,0.02,1.1,0.02,1.1,0.02
BVX,3.63,0.25,3.13,0.22,2.8,0.2
BZC,1.11,0.23,0.84,0.17,0.69,0.14
CAK,1.7,0.17,1.7,0.17,1.7,0.17
ROX,5.51,0.04,5.51,0.04,5.51,0.04
CAW,1.13,0.39,1.04,0.36,0.97,0.33
CVM,4.89,2.27,1.57,0.77,1.02,0.51
LEU,0.36,0.12,0.36,0.12,0.36,0.12
CCF,1.83,0.15,1.83,0.15,1.83,0.15
CQH,3766.9,1.9,3766.9,1.9,3766.9,1.9
CQP,1.9,0.0,1.89,0.0,1.88,0.0
LNG,2.21,0.03,2.18,0.03,2.15,0.03
CVR,1.02,0.1,1.02,0.1,1.02,0.1
CPHI,0.27,0.2,0.26,0.19,0.26,0.18
CKX,2.04,0.14,2.04,0.14,2.04,0.14
CRV,0.61,0.1,0.61,0.1,0.61,0.1
MOC,0.7,0.05,0.7,0.05,0.7,0.05
LODE,1.78,0.14,1.78,0.14,1.78,0.14
CTO,1.57,0.05,1.57,0.05,1.57,0.05
MCF,0.58,0.07,0.58,0.07,0.58,0.07
CUO,0.44,0.13,0.44,0.13,0.44,0.13
CMT,1.37,0.13,1.37,0.13,1.37,0.13
CRMD,44.0,1.36,25.43,0.91,18.89,0.72
COVR,1.55,0.16,1.26,0.13,1.09,0.11
CVU,1.19,0.1,1.19,0.1,1.19,0.1
CRVP,0.94,0.08,0.94,0.08,0.94,0.08
CTP,0.63,0.11,0.63,0.11,0.63,0.11
CVSL,1.64,0.32,1.64,0.32,1.64,0.32
DAKP,1.44,0.06,1.44,0.06,1.44,0.06
DXR,0.52,0.09,0.48,0.09,0.44,0.08
DLA,0.65,0.03,0.65,0.03,0.65,0.03
DGSE,1.18,0.05,1.18,0.05,1.18,0.05
DPW,0.95,0.26,0.7,0.19,0.57,0.16
DSS,0.78,0.86,0.78,0.86,0.78,0.86
ESTE,8.38,0.12,8.38,0.12,8.38,0.12
ELMD,1.26,0.12,1.13,0.1,1.03,0.1
ETAK,1.61,0.52,1.08,0.36,0.84,0.28
EMAN,2.26,0.37,1.44,0.24,1.11,0.18
EOX,0.42,0.13,0.42,0.13,0.42,0.13
MSN,0.59,0.07,0.59,0.07,0.59,0.07
UUUU,0.59,0.15,0.59,0.15,0.59,0.15
ENRJ,0.49,0.04,0.49,0.04,0.49,0.04
ENSV,1.67,0.35,1.67,0.35,1.67,0.35
EVI,3.28,0.25,3.28,0.25,3.28,0.25
ERB,4.91,0.15,4.18,0.12,3.73,0.11
ESP,2.06,0.15,2.06,0.15,2.06,0.15
EPM,3.44,0.12,3.44,0.12,3.44,0.12
FPP,1.01,0.2,1.01,0.2,1.01,0.2
BDL,1.3,0.12,1.3,0.12,1.3,0.12
FSI,1.46,0.08,1.43,0.08,1.4,0.07
FSP,1.11,0.02,1.11,0.02,1.11,0.02
FRD,0.55,0.03,0.55,0.03,0.55,0.03
FRS,1.14,0.11,1.14,0.11,1.14,0.11
EGAS,0.84,0.08,0.84,0.08,0.84,0.08
GST,1.11,0.06,1.11,0.06,1.11,0.06
JOB,3.27,0.2,3.27,0.2,3.27,0.2
GMO,0.23,0.03,0.23,0.03,0.23,0.03
GIG,1.1,0.41,0.59,0.22,0.42,0.16
GSB,1.84,0.18,1.48,0.15,1.27,0.13
GSAT,3.33,0.07,3.33,0.07,3.33,0.07
GLOW,1.83,0.16,1.64,0.15,1.51,0.14
GORO,1.68,0.32,1.68,0.32,1.68,0.32
GSV,2.64,0.15,2.64,0.15,2.64,0.15
AUMN,0.58,0.61,0.41,0.45,0.33,0.36
GSS,0.23,0.07,0.23,0.07,0.23,0.07
GV,0.86,0.08,0.86,0.08,0.86,0.08
GRC,1.97,0.14,1.97,0.14,1.97,0.14
GTE,0.61,0.24,0.61,0.24,0.61,0.24
GRH,1.37,0.16,1.37,0.16,1.37,0.16
GVP,0.59,0.16,0.59,0.16,0.59,0.16
HCHC,0.84,0.03,0.84,0.03,0.84,0.03
HEB,1.75,0.87,0.92,0.48,0.66,0.35
